propertyType,buildingName,longitude,latitude,address,priceunits.price,bedroomsunits.beds,city
,,-87.56297,,"7800-10 S Kingston, 7800 S Kingston Ave #2517-3, Chicago, IL 60649",0.0,0.0, 7800 S Kingston Ave #2517-3
,Atrio Apartments,-87.67495,,"1922 W Ogden Ave, Chicago, IL",0.0,0.0, Chicago
,Atrio Apartments,-87.67495,,"1922 W Ogden Ave, Chicago, IL",0.0,0.0, Chicago
,Atrio Apartments,-87.67495,,"1922 W Ogden Ave, Chicago, IL",0.0,0.0, Chicago
,Atrio Apartments,-87.67495,,"1922 W Ogden Ave, Chicago, IL",0.0,0.0, Chicago
,,-87.65939,,"1201-03 W Addison Street/3548-50 N Racine Avenue, 1201 W Addison St #35481, Chicago, IL 60613",0.0,0.0, 1201 W Addison St #35481
,Cloisters,-87.59121,,"5801 S Dorchester Ave, Chicago, IL",0.0,0.0, Chicago
,Cloisters,-87.59121,,"5801 S Dorchester Ave, Chicago, IL",0.0,0.0, Chicago
,Cloisters,-87.59121,,"5801 S Dorchester Ave, Chicago, IL",0.0,0.0, Chicago
,Cloisters,-87.59121,,"5801 S Dorchester Ave, Chicago, IL",0.0,0.0, Chicago
,East Park Tower,-87.58452,,"5242 S Hyde Park Blvd, Chicago, IL",0.0,0.0, Chicago
,East Park Tower,-87.58452,,"5242 S Hyde Park Blvd, Chicago, IL",0.0,0.0, Chicago
,5222-38 S. Drexel Avenue,-87.60457,,"5222 S Drexel Ave, Chicago, IL",0.0,0.0, Chicago
,5222-38 S. Drexel Avenue,-87.60457,,"5222 S Drexel Ave, Chicago, IL",0.0,0.0, Chicago
,The Jax,-87.65843,,"1220 W Jackson Blvd, Chicago, IL",0.0,0.0, Chicago
,The Jax,-87.65843,,"1220 W Jackson Blvd, Chicago, IL",0.0,0.0, Chicago
,The Jax,-87.65843,,"1220 W Jackson Blvd, Chicago, IL",0.0,0.0, Chicago
,North Water Apartments,-87.61833,,"340 E North Water St, Chicago, IL",0.0,0.0, Chicago
,North Water Apartments,-87.61833,,"340 E North Water St, Chicago, IL",0.0,0.0, Chicago
,North Water Apartments,-87.61833,,"340 E North Water St, Chicago, IL",0.0,0.0, Chicago
,North Water Apartments,-87.61833,,"340 E North Water St, Chicago, IL",0.0,0.0, Chicago
,Marquee at Block 37,-87.62866,,"25 W Randolph St, Chicago, IL",0.0,0.0, Chicago
,Marquee at Block 37,-87.62866,,"25 W Randolph St, Chicago, IL",0.0,0.0, Chicago
,Marquee at Block 37,-87.62866,,"25 W Randolph St, Chicago, IL",0.0,0.0, Chicago
,Marquee at Block 37,-87.62866,,"25 W Randolph St, Chicago, IL",0.0,0.0, Chicago
,Triangle Square,-87.67117,,"2155 N Elston Ave, Chicago, IL",0.0,0.0, Chicago
,Triangle Square,-87.67117,,"2155 N Elston Ave, Chicago, IL",0.0,0.0, Chicago
,Triangle Square,-87.67117,,"2155 N Elston Ave, Chicago, IL",0.0,0.0, Chicago
,,-87.6186,,"Atwater Apartments, 355 E Ohio St UNIT 2108, Chicago, IL 60611",0.0,0.0, 355 E Ohio St UNIT 2108
,The Legacy HB at Clarendon Park,-87.65071,,"4520 N Clarendon Ave, Chicago, IL",0.0,0.0, Chicago
,The Legacy HB at Clarendon Park,-87.65071,,"4520 N Clarendon Ave, Chicago, IL",0.0,0.0, Chicago
,4700 Lake Park,-87.59248,,"4700 S Lake Park Ave, Chicago, IL",0.0,0.0, Chicago
,4700 Lake Park,-87.59248,,"4700 S Lake Park Ave, Chicago, IL",0.0,0.0, Chicago
,The Shelby,-87.62393,,"2300 S Michigan Ave, Chicago, IL",0.0,0.0, Chicago
,The Shelby,-87.62393,,"2300 S Michigan Ave, Chicago, IL",0.0,0.0, Chicago
,7954 S Justine St,-87.66237,,"7954 S Justine St, Chicago, IL",0.0,0.0, Chicago
,,-87.643364,,"517-525 W. Brompton, 517 W Brompton Ave, Chicago, IL 60657",0.0,0.0, 517 W Brompton Ave
,Germain House,-87.65103,,"925 W Chicago Ave, Chicago, IL",0.0,0.0, Chicago
,5252,-87.58595,,"5252 S Cornell Ave, Chicago, IL",0.0,0.0, Chicago
,5252,-87.58595,,"5252 S Cornell Ave, Chicago, IL",0.0,0.0, Chicago
,5252,-87.58595,,"5252 S Cornell Ave, Chicago, IL",0.0,0.0, Chicago
,5252,-87.58595,,"5252 S Cornell Ave, Chicago, IL",0.0,0.0, Chicago
,215 West Apartments,-87.63424,,"215 W Washington St, Chicago, IL",0.0,0.0, Chicago
,215 West Apartments,-87.63424,,"215 W Washington St, Chicago, IL",0.0,0.0, Chicago
,215 West Apartments,-87.63424,,"215 W Washington St, Chicago, IL",0.0,0.0, Chicago
,215 West Apartments,-87.63424,,"215 W Washington St, Chicago, IL",0.0,0.0, Chicago
,,-87.6346,,"215 West Apartments, 215 W Washington St APT 2902, Chicago, IL 60606",0.0,0.0, 215 W Washington St APT 2902
,,-87.634125,,"215 West Apartments, 215 W Washington St APT 4211, Chicago, IL 60606",0.0,0.0, 215 W Washington St APT 4211
,,-87.64605,,"634 W Cornelia, 634 W Cornelia Ave, Chicago, IL 60657",0.0,0.0, 634 W Cornelia Ave
,,-87.61613,,"6224 S Dr Martin Luther King Jr Dr, 6224 S Dr Martin Luther King Jr Dr #3B, Chicago, IL 60637",0.0,0.0, 6224 S Dr Martin Luther King Jr Dr #3B
,,-87.76489,,"723-25 N Central Ave, 723 N Central Ave #408, Chicago, IL 60644",0.0,0.0, 723 N Central Ave #408
,,-87.6693,,"5301 N Ashland Ave, Chicago, IL",0.0,0.0, Chicago
,,-87.6693,,"5301 N Ashland Ave, Chicago, IL",0.0,0.0, Chicago
,,-87.66762,,"6341 N Greenview Ave #F2, Chicago, IL 60660",0.0,0.0, Chicago
,,-87.725395,,"5039 N Springfield Ave #GARDEN, Chicago, IL 60625",0.0,0.0, Chicago
,,-87.69478,,"2625 W Gunnison St, Chicago, IL",0.0,0.0, Chicago
,,-87.67545,,"1802 N Wolcott Ave #2, Chicago, IL 60622",0.0,0.0, Chicago
,,-87.72599,,"3902 W Argyle St APT 3A, Chicago, IL 60625",0.0,0.0, Chicago
,4100 N. Marine Dr.,-87.645676,,"4100 N Marine Dr, Chicago, IL",0.0,0.0, Chicago
,4100 N. Marine Dr.,-87.645676,,"4100 N Marine Dr, Chicago, IL",0.0,0.0, Chicago
,,-87.69622,,"3014 W 63rd St #301, Chicago, IL 60629",0.0,0.0, Chicago
,Asbury Plaza,-87.63037,,"750 N Dearborn St, Chicago, IL",0.0,0.0, Chicago
,Asbury Plaza,-87.63037,,"750 N Dearborn St, Chicago, IL",0.0,0.0, Chicago
,Asbury Plaza,-87.63037,,"750 N Dearborn St, Chicago, IL",0.0,0.0, Chicago
,,-87.661606,,"6830 N Sheridan Rd, Chicago, IL",0.0,0.0, Chicago
,,-87.661606,,"6830 N Sheridan Rd, Chicago, IL",0.0,0.0, Chicago
,,-87.70291,,"7732 S Kedzie Ave #1, Chicago, IL 60652",0.0,0.0, Chicago
,6650 S Drexel,-87.60367,,"6650 S Drexel Ave, Chicago, IL",0.0,0.0, Chicago
,6100-6118 N Winthrop,-87.65847,,"6100 N Winthrop Ave, Chicago, IL",0.0,0.0, Chicago
,6100-6118 N Winthrop,-87.65847,,"6100 N Winthrop Ave, Chicago, IL",0.0,0.0, Chicago
,,-87.67115,,"1800 W 21st St #3M, Chicago, IL 60608",0.0,0.0, Chicago
,5536 Sheridan,-87.65559,,"5536 N Sheridan Rd, Chicago, IL",0.0,0.0, Chicago
,5536 Sheridan,-87.65559,,"5536 N Sheridan Rd, Chicago, IL",0.0,0.0, Chicago
,Lofts At River East,-87.61581,,"445 E Illinois St, Chicago, IL",0.0,0.0, Chicago
,Lofts At River East,-87.61581,,"445 E Illinois St, Chicago, IL",0.0,0.0, Chicago
,Lofts At River East,-87.61581,,"445 E Illinois St, Chicago, IL",0.0,0.0, Chicago
,,-87.660065,,"The Arcade Residences, 1135 W Sheridan Rd #306, Chicago, IL 60660",0.0,0.0, 1135 W Sheridan Rd #306
,73 East Lake,-87.63036,,"73 Lake, Chicago, IL",0.0,0.0, Chicago
,73 East Lake,-87.63036,,"73 Lake, Chicago, IL",0.0,0.0, Chicago
,73 East Lake,-87.63036,,"73 Lake, Chicago, IL",0.0,0.0, Chicago
,1250 Lasalle,-87.633224,,"1250 Lasalle St, Chicago, IL",0.0,0.0, Chicago
,1250 Lasalle,-87.633224,,"1250 Lasalle St, Chicago, IL",0.0,0.0, Chicago
,K Square,-87.63434,,"1749 N Wells St, Chicago, IL",0.0,0.0, Chicago
,K Square,-87.63434,,"1749 N Wells St, Chicago, IL",0.0,0.0, Chicago
SINGLE_FAMILY,,-96.77918,32.657745,"2616 Alamain Dr, Dallas, TX 75241",1845.0,4.0, Dallas
,,-96.73961,32.90852,"9302 Forest Ln, Dallas, TX",0.0,0.0, Dallas
,,-96.75788,32.86575,"6262 Melody Ln, Dallas, TX",0.0,0.0, Dallas
SINGLE_FAMILY,,-96.77943,32.71447,"2928 Bardwell Ave, Dallas, TX 75216",2370.0,4.0, Dallas
SINGLE_FAMILY,,-96.64102,32.725437,"10710 Eastcrest Ln, Dallas, TX 75217",1895.0,3.0, Dallas
APARTMENT,,-96.77935,32.80729,"2 bed, 2.5 bath, 1777 sqft, $3,250, 1931 N Prairie Ave #5, Dallas, TX 75204",3250.0,2.0, 2.5 bath
CONDO,,-96.7172,32.922695,"9837 Walnut St #103, Dallas, TX 75243",1095.0,2.0, Dallas
TOWNHOUSE,,-96.81263,32.93939,"5550 Spring Valley Rd APT E25, Dallas, TX 75254",1595.0,2.0, Dallas
APARTMENT,,-96.7731,32.890644,"10590 High Hollows Dr #287, Dallas, TX 75230",2000.0,2.0, Dallas
,,-96.80383,32.806614,"3225 Turtle Creek Blvd, Dallas, TX",0.0,0.0, Dallas
SINGLE_FAMILY,,-96.65537,32.75929,"9626 Briggs St, Dallas, TX 75227",2610.0,3.0, Dallas
,,-96.84791,32.862103,"3900 W Northwest Hwy, Dallas, TX",0.0,0.0, Dallas
,,-96.76718,32.877117,"9600 Golf Lakes Trl, Dallas, TX",0.0,0.0, Dallas
,,-96.83476,32.823463,"2727 Inwood Rd, Dallas, TX",0.0,0.0, Dallas
,,-96.82575,32.796715,"1955 Market Center Blvd, Dallas, TX",0.0,0.0, Dallas
,,-96.7993,32.78087,"1509 Main St, Dallas, TX",0.0,0.0, Dallas
,,-96.77053,32.9895,"7825 McCallum Blvd, Dallas, TX",0.0,0.0, Dallas
,,-96.8012,32.793175,"2355 Thomas Ave, Dallas, TX",0.0,0.0, Dallas
,,-96.7958,32.80848,"3700 McKinney Ave, Dallas, TX",0.0,0.0, Dallas
,,-96.803276,32.785393,"1800 N Field St, Dallas, TX",0.0,0.0, Dallas
,,-96.79023,32.789444,"770 Cantegral St, Dallas, TX",0.0,0.0, Dallas
,,-96.823746,32.753704,"888 N Zang Blvd, Dallas, TX",0.0,0.0, Dallas
,,-96.84027,32.823093,"5959 Maple Ave, Dallas, TX",0.0,0.0, Dallas
,,-96.822014,32.76414,"1520 N Beckley Ave, Dallas, TX",0.0,0.0, Dallas
,,-96.75732,32.810764,"6011 Gaston Ave, Dallas, TX",0.0,0.0, Dallas
,,-96.85949,32.75744,"2511 Wedglea Dr, Dallas, TX",0.0,0.0, Dallas
,,-96.82536,32.8257,"3301 Hudnall St, Dallas, TX",0.0,0.0, Dallas
,,-96.80827,32.78198,"1777 N Record St, Dallas, TX",0.0,0.0, Dallas
,,-96.788155,32.78057,"2210 Canton St, Dallas, TX",0.0,0.0, Dallas
,,-96.7475,32.808144,"101 N Brookside Dr, Dallas, TX",0.0,0.0, Dallas
,,-96.79122,32.80208,"2403 N Washington Ave, Dallas, TX",0.0,0.0, Dallas
,,-96.76813,32.86976,"8066 Park Ln, Dallas, TX",0.0,0.0, Dallas
,,-96.766556,32.889828,"8107 Manderville Ln, Dallas, TX",0.0,0.0, Dallas
,,-96.80702,32.807907,"3604 Cedar Springs Rd, Dallas, TX",0.0,0.0, Dallas
,,-96.77203,32.917355,"12500 Merit Dr, Dallas, TX",0.0,0.0, Dallas
,,-96.79662,32.807285,"3636 McKinney Ave, Dallas, TX",0.0,0.0, Dallas
,,-96.771385,32.784817,"3800 Commerce St, Dallas, TX",0.0,0.0, Dallas
,,-96.81994,32.826653,"3650 Cedarplaza Ln, Dallas, TX",0.0,0.0, Dallas
,,-96.79951,32.81011,"3377 Blackburn St, Dallas, TX",0.0,0.0, Dallas
,,-96.780815,32.78238,"2900 Canton St, Dallas, TX",0.0,0.0, Dallas
,Sutton Place,-96.827194,,"18600 Dallas Pkwy, Dallas, TX",0.0,0.0, Dallas
,Sutton Place,-96.827194,,"18600 Dallas Pkwy, Dallas, TX",0.0,0.0, Dallas
,,-96.71353,,"Tides on Leisure, 11515 Leisure Dr, Dallas, TX 75243",0.0,0.0, 11515 Leisure Dr
,Grand Seasons Apartment Homes,-96.805595,,"6069 Beltline Rd, Dallas, TX",0.0,0.0, Dallas
,Grand Seasons Apartment Homes,-96.805595,,"6069 Beltline Rd, Dallas, TX",0.0,0.0, Dallas
,LTD West Commerce,-96.827576,,"305 W Commerce St, Dallas, TX",0.0,0.0, Dallas
,LTD West Commerce,-96.827576,,"305 W Commerce St, Dallas, TX",0.0,0.0, Dallas
,The Aurora Apartments,-96.8665,,"2732 W Colorado Blvd, Dallas, TX",0.0,0.0, Dallas
,The Aurora Apartments,-96.8665,,"2732 W Colorado Blvd, Dallas, TX",0.0,0.0, Dallas
,West Love,-96.84842,,"2293 Hawes Ave, Dallas, TX",0.0,0.0, Dallas
,West Love,-96.84842,,"2293 Hawes Ave, Dallas, TX",0.0,0.0, Dallas
,Cityplace Heights,-96.790115,,"4030 N Central Expy, Dallas, TX",0.0,0.0, Dallas
,Cityplace Heights,-96.790115,,"4030 N Central Expy, Dallas, TX",0.0,0.0, Dallas
,Selene Luxury Residences,-96.80468,,"2620 Maple Ave, Dallas, TX",0.0,0.0, Dallas
,Selene Luxury Residences,-96.80468,,"2620 Maple Ave, Dallas, TX",0.0,0.0, Dallas
,Selene Luxury Residences,-96.80468,,"2620 Maple Ave, Dallas, TX",0.0,0.0, Dallas
,Selene Luxury Residences,-96.80468,,"2620 Maple Ave, Dallas, TX",0.0,0.0, Dallas
,,-96.89206,,"Park Hill, 1210 N Cockrell Hill Rd, Dallas, TX 75211",0.0,0.0, 1210 N Cockrell Hill Rd
,Digit 1919,-96.7896,,"1919 S Akard St, Dallas, TX",0.0,0.0, Dallas
,Digit 1919,-96.7896,,"1919 S Akard St, Dallas, TX",0.0,0.0, Dallas
,Mountain Creek Apartments,-96.76455,,"5821 Bonnie View Rd, Dallas, TX",0.0,0.0, Dallas
,Mountain Creek Apartments,-96.76455,,"5821 Bonnie View Rd, Dallas, TX",0.0,0.0, Dallas
,Mountain Creek Apartments,-96.76455,,"5821 Bonnie View Rd, Dallas, TX",0.0,0.0, Dallas
,27TwentySeven,-96.823906,,"2727 Kings Rd, Dallas, TX",0.0,0.0, Dallas
,27TwentySeven,-96.823906,,"2727 Kings Rd, Dallas, TX",0.0,0.0, Dallas
,27TwentySeven,-96.823906,,"2727 Kings Rd, Dallas, TX",0.0,0.0, Dallas
,Gramercy on the Park,-96.82423,,"4755 Gramercy Oaks Dr, Dallas, TX",0.0,0.0, Dallas
,Gramercy on the Park,-96.82423,,"4755 Gramercy Oaks Dr, Dallas, TX",0.0,0.0, Dallas
,,-96.76985,,"4210 Main St, Dallas, TX 75226",0.0,0.0, Dallas
,Mockingbird Flats,-96.77103,,"5600 Smu Blvd, Dallas, TX",0.0,0.0, Dallas
,Mockingbird Flats,-96.77103,,"5600 Smu Blvd, Dallas, TX",0.0,0.0, Dallas
,Mockingbird Flats,-96.77103,,"5600 Smu Blvd, Dallas, TX",0.0,0.0, Dallas
,LTV Tower Apartments,-96.79917,,"1555 Elm St, Dallas, TX",0.0,0.0, Dallas
,LTV Tower Apartments,-96.79917,,"1555 Elm St, Dallas, TX",0.0,0.0, Dallas
,Domain at Midtown Park,-96.76739,,"8169 Midtown Blvd, Dallas, TX",0.0,0.0, Dallas
,Domain at Midtown Park,-96.76739,,"8169 Midtown Blvd, Dallas, TX",0.0,0.0, Dallas
,Domain at Midtown Park,-96.76739,,"8169 Midtown Blvd, Dallas, TX",0.0,0.0, Dallas
,Atera Apartments,-96.81841,,"4606 Cedar Springs Rd, Dallas, TX",0.0,0.0, Dallas
,Atera Apartments,-96.81841,,"4606 Cedar Springs Rd, Dallas, TX",0.0,0.0, Dallas
,Atera Apartments,-96.81841,,"4606 Cedar Springs Rd, Dallas, TX",0.0,0.0, Dallas
,Park 5940 MD,-96.840614,,"5940 Forest Park Rd, Dallas, TX",0.0,0.0, Dallas
,Park 5940 MD,-96.840614,,"5940 Forest Park Rd, Dallas, TX",0.0,0.0, Dallas
,Park 5940 MD,-96.840614,,"5940 Forest Park Rd, Dallas, TX",0.0,0.0, Dallas
,Uptown Trail,-96.80715,,"2525 Carlisle St, Dallas, TX",0.0,0.0, Dallas
,Uptown Trail,-96.80715,,"2525 Carlisle St, Dallas, TX",0.0,0.0, Dallas
,Uptown Trail,-96.80715,,"2525 Carlisle St, Dallas, TX",0.0,0.0, Dallas
,Uptown Trail,-96.80715,,"2525 Carlisle St, Dallas, TX",0.0,0.0, Dallas
,Gables Villa Rosa,-96.804726,,"2650 Cedar Springs Rd, Dallas, TX",0.0,0.0, Dallas
,Gables Villa Rosa,-96.804726,,"2650 Cedar Springs Rd, Dallas, TX",0.0,0.0, Dallas
,State Thomas Ravello,-96.80006,,"2610 Allen St, Dallas, TX",0.0,0.0, Dallas
,State Thomas Ravello,-96.80006,,"2610 Allen St, Dallas, TX",0.0,0.0, Dallas
,State Thomas Ravello,-96.80006,,"2610 Allen St, Dallas, TX",0.0,0.0, Dallas
,State Thomas Ravello,-96.80006,,"2610 Allen St, Dallas, TX",0.0,0.0, Dallas
,Gables Katy Trail,-96.804115,,"2821 Carlisle St, Dallas, TX",0.0,0.0, Dallas
,Gables Katy Trail,-96.804115,,"2821 Carlisle St, Dallas, TX",0.0,0.0, Dallas
,Gables Katy Trail,-96.804115,,"2821 Carlisle St, Dallas, TX",0.0,0.0, Dallas
,Lakewood Flats Apartments,-96.729385,,"7425 La Vista Dr, Dallas, TX",0.0,0.0, Dallas
,Lakewood Flats Apartments,-96.729385,,"7425 La Vista Dr, Dallas, TX",0.0,0.0, Dallas
,Berkshire Medical District,-96.825806,,"4730 Fairmount St, Dallas, TX",0.0,0.0, Dallas
,Berkshire Medical District,-96.825806,,"4730 Fairmount St, Dallas, TX",0.0,0.0, Dallas
,Cantabria at Turtle Creek,-96.8092,,"2728 Hood St, Dallas, TX",0.0,0.0, Dallas
,Cantabria at Turtle Creek,-96.8092,,"2728 Hood St, Dallas, TX",0.0,0.0, Dallas
,Park West,-96.813835,,"3109 Douglas Ave, Dallas, TX",0.0,0.0, Dallas
,Park West,-96.813835,,"3109 Douglas Ave, Dallas, TX",0.0,0.0, Dallas
,Wray North Dallas,-96.85877,,"18749 Marsh Ln, Dallas, TX",0.0,0.0, Dallas
,Wray North Dallas,-96.85877,,"18749 Marsh Ln, Dallas, TX",0.0,0.0, Dallas
,Renaissance at Preston Hollow,-96.79106,,"8600 Thackery St, Dallas, TX",0.0,0.0, Dallas
,Renaissance at Preston Hollow,-96.79106,,"8600 Thackery St, Dallas, TX",0.0,0.0, Dallas
,Renaissance at Preston Hollow,-96.79106,,"8600 Thackery St, Dallas, TX",0.0,0.0, Dallas
,Greenhouse Flats,-96.76515,,"5200 Gaston Ave, Dallas, TX",0.0,0.0, Dallas
,Greenhouse Flats,-96.76515,,"5200 Gaston Ave, Dallas, TX",0.0,0.0, Dallas
,Glass House by Windsor,-96.80699,,"2728 McKinnon St, Dallas, TX",0.0,0.0, Dallas
,Glass House by Windsor,-96.80699,,"2728 McKinnon St, Dallas, TX",0.0,0.0, Dallas
,Ross + Peak,-96.78167,,"4302 Ross Ave, Dallas, TX",0.0,0.0, Dallas
,Ross + Peak,-96.78167,,"4302 Ross Ave, Dallas, TX",0.0,0.0, Dallas
,Ross + Peak,-96.78167,,"4302 Ross Ave, Dallas, TX",0.0,0.0, Dallas
,Hartford Townhomes,-96.81473,,"4323 Dickason Ave, Dallas, TX",0.0,0.0, Dallas
,Hartford Townhomes,-96.81473,,"4323 Dickason Ave, Dallas, TX",0.0,0.0, Dallas
,Hartford Townhomes,-96.81473,,"4323 Dickason Ave, Dallas, TX",0.0,0.0, Dallas
,Ventana Ridge,-96.87326,,"3130 Lombardy Ln, Dallas, TX",0.0,0.0, Dallas
,Ventana Ridge,-96.87326,,"3130 Lombardy Ln, Dallas, TX",0.0,0.0, Dallas
,Villa Piana Apartments,-96.81715,,"13500 Noel Rd, Dallas, TX",0.0,0.0, Dallas
,Villa Piana Apartments,-96.81715,,"13500 Noel Rd, Dallas, TX",0.0,0.0, Dallas
,The Dorchester Apartments,-96.816216,,"5300 Spring Valley Rd, Dallas, TX",0.0,0.0, Dallas
,The Dorchester Apartments,-96.816216,,"5300 Spring Valley Rd, Dallas, TX",0.0,0.0, Dallas
,Preston Village Apartments,-96.79774,,"18909 Lloyd Cir, Dallas, TX",0.0,0.0, Dallas
,Preston Village Apartments,-96.79774,,"18909 Lloyd Cir, Dallas, TX",0.0,0.0, Dallas
,Meadowcrest,-96.789894,,"5200 Meadowcreek Dr, Dallas, TX",0.0,0.0, Dallas
,Windridge On The Parkway,-96.82035,,"14350 Dallas Pkwy, Dallas, TX",0.0,0.0, Dallas
,Windridge On The Parkway,-96.82035,,"14350 Dallas Pkwy, Dallas, TX",0.0,0.0, Dallas
,Eastline Residences,-96.7761,,"6050 N Central Expy, Dallas, TX",0.0,0.0, Dallas
,Eastline Residences,-96.7761,,"6050 N Central Expy, Dallas, TX",0.0,0.0, Dallas
,Eastline Residences,-96.7761,,"6050 N Central Expy, Dallas, TX",0.0,0.0, Dallas
,Eastline Residences,-96.7761,,"6050 N Central Expy, Dallas, TX",0.0,0.0, Dallas
,Cambridge Court,-96.760826,,"5959 E Northwest Hwy, Dallas, TX",0.0,0.0, Dallas
,Cambridge Court,-96.760826,,"5959 E Northwest Hwy, Dallas, TX",0.0,0.0, Dallas
,1900 Elm,-96.79555,,"1900 Elm St, Dallas, TX",0.0,0.0, Dallas
,,-96.77763,,"Magnolia On Moser, 2103 Moser Ave APT 307, Dallas, TX 75206",0.0,0.0, 2103 Moser Ave APT 307
,Cedar Glen Apartments,-96.78459,,"2906 E Kiest Blvd, Dallas, TX",0.0,0.0, Dallas
,Cedar Glen Apartments,-96.78459,,"2906 E Kiest Blvd, Dallas, TX",0.0,0.0, Dallas
,Cedar Glen Apartments,-96.78459,,"2906 E Kiest Blvd, Dallas, TX",0.0,0.0, Dallas
,The Continental,-96.79579,,"1810 Commerce St, Dallas, TX",0.0,0.0, Dallas
,2929 Wycliff,-96.816536,,"2929 Wycliff Ave, Dallas, TX",0.0,0.0, Dallas
,2929 Wycliff,-96.816536,,"2929 Wycliff Ave, Dallas, TX",0.0,0.0, Dallas
,,-96.81598,,"2929 Wycliff, 2929 Wycliff Ave APT 2011, Dallas, TX 75219",0.0,0.0, 2929 Wycliff Ave APT 2011
,Gateway East at the Arts District,-96.79135,,"910 Texas St, Dallas, TX",0.0,0.0, Dallas
,Gateway East at the Arts District,-96.79135,,"910 Texas St, Dallas, TX",0.0,0.0, Dallas
,Gateway East at the Arts District,-96.79135,,"910 Texas St, Dallas, TX",0.0,0.0, Dallas
,Canyon Creek,-96.7705,,"10951 Stone Canyon Rd, Dallas, TX",0.0,0.0, Dallas
,Canyon Creek,-96.7705,,"10951 Stone Canyon Rd, Dallas, TX",0.0,0.0, Dallas
,Ivy Urban Living,-96.786194,,"4211 Cabell Dr, Dallas, TX",0.0,0.0, Dallas
,Ivy Urban Living,-96.786194,,"4211 Cabell Dr, Dallas, TX",0.0,0.0, Dallas
,The Kendrick,-96.732124,,"7324 Skillman St, Dallas, TX",0.0,0.0, Dallas
,The Kendrick,-96.732124,,"7324 Skillman St, Dallas, TX",0.0,0.0, Dallas
,The Kendrick,-96.732124,,"7324 Skillman St, Dallas, TX",0.0,0.0, Dallas
,SONOMA,-96.77978,,"2001 N Fitzhugh Ave, Dallas, TX",0.0,0.0, Dallas
,The Sophia Apartments,-96.82585,,"3136 Hudnall St, Dallas, TX",0.0,0.0, Dallas
,The Sophia Apartments,-96.82585,,"3136 Hudnall St, Dallas, TX",0.0,0.0, Dallas
,The Sophia Apartments,-96.82585,,"3136 Hudnall St, Dallas, TX",0.0,0.0, Dallas
,The Sophia Apartments,-96.82585,,"3136 Hudnall St, Dallas, TX",0.0,0.0, Dallas
,,-96.84836,,"Eagle Creek, 18959 Lina St #1513, Dallas, TX 75287",0.0,0.0, 18959 Lina St #1513
,The Village Dallas,-96.762566,,"5605 Village Glen Dr, Dallas, TX",0.0,0.0, Dallas
,The Village Dallas,-96.762566,,"5605 Village Glen Dr, Dallas, TX",0.0,0.0, Dallas
,Preston Park,-96.80867,,"5757 Preston View Blvd, Dallas, TX",0.0,0.0, Dallas
,Preston Park,-96.80867,,"5757 Preston View Blvd, Dallas, TX",0.0,0.0, Dallas
,Preston Park,-96.80867,,"5757 Preston View Blvd, Dallas, TX",0.0,0.0, Dallas
,The Katy,-96.81372,,"3111 N Houston St, Dallas, TX",0.0,0.0, Dallas
,The Katy,-96.81372,,"3111 N Houston St, Dallas, TX",0.0,0.0, Dallas
,The Katy,-96.81372,,"3111 N Houston St, Dallas, TX",0.0,0.0, Dallas
,,-96.704506,,"Doverhouse, 9343 Garland Rd #2228, Dallas, TX 75218",0.0,0.0, 9343 Garland Rd #2228
,Melville,-96.70233,,"11201 E Lake Highlands Dr, Dallas, TX",0.0,0.0, Dallas
,Melville,-96.70233,,"11201 E Lake Highlands Dr, Dallas, TX",0.0,0.0, Dallas
,Seville Uptown,-96.813965,,"2626 Reagan St, Dallas, TX",0.0,0.0, Dallas
,Seville Uptown,-96.813965,,"2626 Reagan St, Dallas, TX",0.0,0.0, Dallas
,Cross Creek Apartments,-96.75855,,"6033 E Northwest Hwy, Dallas, TX",0.0,0.0, Dallas
,Cross Creek Apartments,-96.75855,,"6033 E Northwest Hwy, Dallas, TX",0.0,0.0, Dallas
,Keystone Falls Apartments,-96.85319,,"3653 Timberglen Rd, Dallas, TX",0.0,0.0, Dallas
,Keystone Falls Apartments,-96.85319,,"3653 Timberglen Rd, Dallas, TX",0.0,0.0, Dallas
,Keystone Falls Apartments,-96.85319,,"3653 Timberglen Rd, Dallas, TX",0.0,0.0, Dallas
,Windsong,-96.849045,,"17717 Vail St, Dallas, TX",0.0,0.0, Dallas
,Windsong,-96.849045,,"17717 Vail St, Dallas, TX",0.0,0.0, Dallas
,Richmond,-96.79841,,"19251 Preston Rd, Dallas, TX",0.0,0.0, Dallas
,Richmond,-96.79841,,"19251 Preston Rd, Dallas, TX",0.0,0.0, Dallas
,CITY NORTH,-96.77722,,"7373 Valley View Ln, Dallas, TX",0.0,0.0, Dallas
,CITY NORTH,-96.77722,,"7373 Valley View Ln, Dallas, TX",0.0,0.0, Dallas
,,-96.875465,,"Villa Encanto, 2850 Clydedale Dr APT 119, Dallas, TX 75220",0.0,0.0, 2850 Clydedale Dr APT 119
,The Loren Apartments,-96.82753,,"5414 Cedar Springs Rd, Dallas, TX",0.0,0.0, Dallas
,The Loren Apartments,-96.82753,,"5414 Cedar Springs Rd, Dallas, TX",0.0,0.0, Dallas
,The Loren Apartments,-96.82753,,"5414 Cedar Springs Rd, Dallas, TX",0.0,0.0, Dallas
,The Loren Apartments,-96.82753,,"5414 Cedar Springs Rd, Dallas, TX",0.0,0.0, Dallas
